name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Tynamo,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,55,40,70,35,45,40,60,190,43.88363883,348.158,EleFish Pokémon,1250000,0.2,Shibishirasuシビシラス,50,602,electric,,0.3,5,0
Eelektrik,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,85,70,70,65,75,70,40,60,56.23818558,485,EleFish Pokémon,1250000,1.2,Shibibeelシビビール,50,603,electric,,22,5,0
Eelektross,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,115,80,70,85,105,80,50,30,67.69924925,605,EleFish Pokémon,1250000,2.1,Shibirudonシビルドン,50,604,electric,,80.5,5,0
Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,55,55,70,55,85,55,30,255,41.55343044,407.353,Cerebral Pokémon,1000000,0.5,Ligrayリグレー,50,605,psychic,,9,5,0
Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,75,75,70,75,125,95,40,90,51.17072191,561.667,Cerebral Pokémon,1000000,1,Ohbemオーベム,50,606,psychic,,34.5,5,0
Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,2,1,6,4,5,0,154,30,55,70,50,65,55,20,190,43.88363883,348.158,Candle Pokémon,1059860,0.3,Hitomoshiヒトモシ,50,607,ghost,fire,3.1,5,0
Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,2,1,6,4,5,0,154,40,60,70,60,95,60,55,90,51.17072191,446.389,Lamp Pokémon,1059860,0.6,Lamplerランプラー,50,608,ghost,fire,13,5,0
Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,2,1,6,4,5,0,154,55,90,70,60,145,90,80,45,60.48829123,602.222,Luring Pokémon,1059860,1,Chandelaシャンデラ,50,609,ghost,fire,34.3,5,0
Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,87,60,35,46,30,40,57,75,53.33159079,362.667,Tusk Pokémon,1250000,0.6,Kibagoキバゴ,50,610,dragon,,18,5,0
Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,117,70,35,66,40,50,67,60,56.23818558,454.167,Axe Jaw Pokémon,1250000,1,Onondoオノンド,50,611,dragon,,36,5,0
Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,147,90,35,76,60,70,97,45,60.48829123,587.222,Axe Jaw Pokémon,1250000,1.8,Ononokusオノノクス,50,612,dragon,,105.5,5,0
Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,70,40,70,55,60,40,40,120,48.09585513,379.583,Chill Pokémon,1000000,0.5,Kumasyunクマシュン,50,613,ice,,8.5,5,0
Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,130,80,70,95,70,80,50,60,56.23818558,584.167,Freezing Pokémon,1000000,2.6,Tunbearツンベアー,50,614,ice,,260,5,0
Cryogonal,['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,50,50,70,80,95,135,105,25,71.5338279,607,Crystallizing Pokémon,1000000,1.1,Freegeoフリージオ,,615,ice,,148,5,0
Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,40,85,70,50,40,65,25,200,43.45879897,377.75,Snail Pokémon,1000000,0.4,Chobomakiチョボマキ,50,616,bug,,7.7,5,0
Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,70,40,70,80,100,60,145,75,53.33159079,572.333,Shell Out Pokémon,1000000,0.8,Agilderアギルダー,50,617,bug,,25.3,5,0
Stunfisk,"['Static', 'Limber', 'Sand Veil']",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,1,0,4,9,4,0,108,66,84,70,109,81,99,32,75,53.33159079,548.333,Trap Pokémon,1000000,0.7,Maggyoマッギョ,50,618,ground,electric,11,5,0
Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,85,50,70,45,55,50,65,180,44.34053968,423.056,Martial Arts Pokémon,1059860,0.9,Kojofuコジョフー,50,619,fighting,,20,5,0
Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,125,60,70,65,95,60,105,45,60.48829123,591.111,Martial Arts Pokémon,1059860,1.4,Kojondoコジョンド,50,620,fighting,,35.5,5,0
Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,120,90,70,77,60,90,48,45,60.48829123,567.222,Cave Pokémon,1000000,1.6,Crimganクリムガン,50,621,dragon,,139,5,0
Golett,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3,1,2,7,5,0,166,74,50,70,59,35,50,35,190,43.88363883,375.895,Automaton Pokémon,1000000,1,Gobitゴビット,,622,ground,ghost,92,5,0
Golurk,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3,1,2,7,5,0,166,124,80,70,89,55,80,55,90,51.17072191,559.111,Automaton Pokémon,1000000,2.8,Goloogゴルーグ,,623,ground,ghost,330,5,0
Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,2,0,9,4,2,1,157,85,70,35,45,40,40,60,120,48.09585513,379.167,Sharp Blade Pokémon,1000000,0.5,Komatanaコマタナ,50,624,dark,steel,10.2,5,0
Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,2,0,9,4,2,1,157,125,100,35,65,60,70,70,45,60.48829123,535,Sword Blade Pokémon,1000000,1.6,Kirikizanキリキザン,50,625,dark,steel,70,5,0
Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,110,95,70,95,40,95,55,45,60.48829123,571.111,Bash Buffalo Pokémon,1000000,1.6,Buffronバッフロン,50,626,normal,,94.6,5,0
Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,83,50,70,70,37,50,60,190,43.88363883,422.895,Eaglet Pokémon,1250000,0.5,Washibonワシボン,100,627,normal,flying,10.5,5,0
Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,123,75,70,100,57,75,80,60,56.23818558,588.333,Valiant Pokémon,1250000,1.5,Warrgleウォーグル,100,628,normal,flying,41,5,0
Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,2,0,3,9,4,0,132,55,75,35,70,45,65,60,190,43.88363883,407.368,Diapered Pokémon,1250000,0.5,Valchaiバルチャイ,0,629,dark,flying,9,5,0
Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,2,0,3,9,4,0,132,65,105,35,110,55,95,80,60,56.23818558,552.5,Bone Vulture Pokémon,1250000,1.2,Vulginaバルジーナ,0,630,dark,flying,39.5,5,0
Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,97,66,70,85,105,66,65,90,51.17072191,559,Anteater Pokémon,1000000,1.4,Kuitaranクイタラン,50,631,fire,,58,5,0
Durant,"['Swarm', 'Hustle', 'Truant']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,1,1,7,8,0,1,137,109,112,70,58,48,48,109,90,51.17072191,559,Iron Ant Pokémon,1000000,0.3,Aiantアイアント,50,632,bug,steel,33,5,0
Deino,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,1,0,6,6,4,1,113,65,50,35,52,45,50,38,45,60.48829123,345,Irate Pokémon,1250000,0.8,Monozuモノズ,50,633,dark,dragon,17.3,5,0
Zweilous,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,1,0,6,6,4,1,113,85,70,35,72,65,70,58,45,60.48829123,465,Hostile Pokémon,1250000,1.4,Diheadジヘッド,50,634,dark,dragon,50,5,0
Hydreigon,['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,1,0,6,6,4,1,113,105,90,35,92,125,90,98,45,60.48829123,645,Brutal Pokémon,1250000,1.8,Sazandoraサザンドラ,50,635,dark,dragon,160,5,0
Larvesta,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,0,1,5,9,2,1,97,85,55,70,55,50,55,60,45,60.48829123,440,Torch Pokémon,1250000,1.1,Merlarvaメラルバ,50,636,bug,fire,28.8,5,0
Volcarona,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,0,1,5,9,2,1,97,60,65,70,85,135,105,100,15,85.02741537,650,Sun Pokémon,1250000,1.6,Ulgamothウルガモス,50,637,bug,fire,46,5,0
Cobalion,['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,1,2,6,6,3,0,142,90,129,35,91,90,72,108,3,209.5903274,781.667,Iron Will Pokémon,1250000,2.1,Cobalonコバルオン,,638,steel,fighting,250,5,1
Terrakion,['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,0,0,6,5,7,0,82,129,90,35,91,72,90,108,3,209.5903274,798.333,Cavern Pokémon,1250000,1.9,Terrakionテラキオン,,639,rock,fighting,260,5,1
Virizion,['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,0,0,6,6,5,1,83,90,72,35,91,90,129,108,3,209.5903274,798.333,Grassland Pokémon,1250000,2,Virizionビリジオン,,640,grass,fighting,200,5,1
Tornadus,"['Prankster', 'Defiant', 'Regenerator']",0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,1,0,3,11,3,0,106,100,80,90,79,110,90,121,3,209.5903274,853.333,Cyclone Pokémon,1250000,1.5,Tornelos (keshin Forme)トルネロス,100,641,flying,,63,5,1
Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,1,0,5,10,2,0,116,105,70,90,79,145,80,101,3,209.5903274,853.333,Bolt Strike Pokémon,1250000,1.5,Voltolos (keshin Forme)ボルトロス,100,642,electric,flying,61,5,1
Reshiram,['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,0,2,3,10,3,0,102,120,100,0,100,150,120,90,3,209.5903274,863.333,Vast White Pokémon,1250000,3.2,Reshiramレシラム,,643,dragon,fire,330,5,1
Zekrom,['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,0,1,5,8,4,0,96,150,120,0,100,120,100,90,3,209.5903274,871.667,Deep Black Pokémon,1250000,2.9,Zekromゼクロム,,644,dragon,electric,345,5,1
Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,2,0,3,11,1,1,135,145,90,90,89,105,80,91,3,209.5903274,890,Abundance Pokémon,1250000,1.5,Landlos (keshin Forme)ランドロス,100,645,ground,flying,68,5,1
Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,0,0,3,10,5,0,74,120,90,0,125,170,100,95,3,209.5903274,900,Boundary Pokémon,1250000,3,Kyuremキュレム,,646,dragon,ice,325,5,1
Keldeo,['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,0,0,7,6,5,0,90,72,90,35,91,129,90,108,3,209.5903274,815,Colt Pokémon,1250000,1.4,Keldeo (itsumo No Sugata)ケルディオ,,647,water,fighting,48.5,5,1
Meloetta,['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0,1,14,2,0,100,128,90,100,100,77,77,128,3,209.5903274,900,Melody Pokémon,1250000,0.6,Meloetta (step Forme)メロエッタ,,648,normal,psychic,6.5,5,1
Genesect,['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,1,1,7,8,0,1,137,120,95,0,71,120,95,99,3,209.5903274,800,Paleozoic Pokémon,1250000,1.5,Genesectゲノセクト,,649,bug,steel,82.5,5,1
Chespin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,61,65,70,56,48,45,38,45,60.48829123,396.333,Spiky Nut Pokémon,1059860,0.4,Harimaronハリマロン,88.1,650,grass,,9,6,0
Quilladin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,78,95,70,61,56,58,57,45,60.48829123,488.333,Spiny Armor Pokémon,1059860,0.7,Hariborgハリボーグ,88.1,651,grass,,29,6,0
Chesnaught,"['Overgrow', 'Bulletproof']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,0,0,6,6,5,1,83,107,122,70,88,74,75,64,45,60.48829123,613.333,Spiny Armor Pokémon,1059860,1.6,Brigarronブリガロン,88.1,652,grass,fighting,90,6,0
Fennekin,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,45,40,70,40,62,60,60,45,60.48829123,390.333,Fox Pokémon,1059860,0.4,Fokkoフォッコ,88.1,653,fire,,9.4,6,0
Braixen,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,59,58,70,59,90,70,73,45,60.48829123,492.333,Fox Pokémon,1059860,1,Tairenarテールナー,88.1,654,fire,,14.5,6,0
Delphox,"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,0,0,7,6,5,0,90,69,72,70,75,114,100,104,45,60.48829123,617.333,Fox Pokémon,1059860,1.5,Mahoxyマフォクシー,88.1,655,fire,psychic,39,6,0
Froakie,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,56,40,70,41,62,44,71,45,60.48829123,397.333,Bubble Frog Pokémon,1059860,0.3,Keromatsuケロマツ,88.1,656,water,,7,6,0
Frogadier,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,63,52,70,54,83,56,97,45,60.48829123,488.333,Bubble Frog Pokémon,1059860,0.6,Gekogashiraゲコガシラ,88.1,657,water,,10.9,6,0
Greninja,"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,1,0,6,6,5,0,114,145,67,70,72,153,71,132,45,60.48829123,723.333,Ninja Pokémon,1059860,1.5,Gekkougaゲッコウガ,88.1,658,water,dark,40,6,0
Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,36,38,70,38,32,36,57,255,41.55343044,309.353,Digging Pokémon,1000000,0.4,Horubeeホルビー,50,659,normal,,5,6,0
Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,2,0,2,10,4,0,128,56,77,70,85,50,77,78,127,47.53295139,497.724,Digging Pokémon,1000000,1,Horudoホルード,50,660,normal,ground,42.4,6,0
Fletchling,"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,50,43,70,45,40,38,62,255,41.55343044,350.353,Tiny Robin Pokémon,1059860,0.3,Yayakomaヤヤコマ,50,661,normal,flying,1.7,6,0
Fletchinder,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,1,2,4,8,2,1,133,73,55,70,62,56,52,84,120,48.09585513,457,Ember Pokémon,1059860,0.7,Hinoyakomaヒノヤコマ,50,662,fire,flying,16,6,0
Talonflame,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,1,2,4,8,2,1,133,81,71,70,78,74,69,126,45,60.48829123,582.333,Scorching Pokémon,1059860,1.2,Fiarrowファイアロー,50,663,fire,flying,24.5,6,0
Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,35,40,70,38,27,25,35,255,41.55343044,272.353,Scatterdust Pokémon,1000000,0.3,Kofukimushiコフキムシ,50,664,bug,,2.5,6,0
Spewpa,"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,22,60,70,45,27,30,29,120,48.09585513,288,Scatterdust Pokémon,1000000,0.3,Kofuuraiコフーライ,50,665,bug,,8.4,6,0
Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,52,50,70,80,90,50,89,45,60.48829123,494.333,Scale Pokémon,1000000,1.2,Viviyonビビヨン,50,666,bug,flying,17,6,0
Litleo,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,1,0,6,7,4,0,116,50,58,70,62,73,54,72,220,42.69084347,441.727,Lion Cub Pokémon,1059860,0.6,Shishikoシシコ,11.2,667,fire,normal,13.5,6,0
Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,1,0,6,7,4,0,116,68,72,70,86,109,66,106,65,55.15983411,586.231,Royal Pokémon,1059860,1.5,Kaenjishiカエンジシ,11.2,668,fire,normal,81.5,6,0
Flabébé,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,38,39,70,44,61,79,42,225,42.51370769,375.667,Single Bloom Pokémon,1000000,0.1,Flabebeフラベベ,0,669,fairy,,0.1,6,0
Floette,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,65,67,70,74,125,128,92,120,48.09585513,626,Fairy Pokémon,1000000,0.2,Floetteフラエッテ,0,670,fairy,,0.9,6,0
Florges,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,65,68,70,78,112,154,75,45,60.48829123,635.333,Garden Pokémon,1000000,1.1,Florgesフラージェス,0,671,fairy,,10,6,0
Skiddo,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,65,48,70,66,62,57,52,200,43.45879897,423,Mount Pokémon,1000000,0.9,Meecleメェークル,50,672,grass,,31,6,0
Gogoat,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,100,62,70,123,97,81,68,45,60.48829123,614.333,Mount Pokémon,1000000,1.7,Gogoatゴーゴート,50,673,grass,,91,6,0
Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,82,62,70,67,46,48,43,220,42.69084347,420.727,Playful Pokémon,1000000,0.6,Yanchamヤンチャム,50,674,fighting,,8,6,0
Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,1,1,2,11,2,1,113,124,78,70,95,69,71,58,65,55.15983411,574.231,Daunting Pokémon,1000000,2.1,Gorondaゴロンダ,50,675,fighting,dark,136,6,0
Furfrou,['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,80,60,70,75,65,90,102,160,45.36958096,545.75,Poodle Pokémon,1000000,1.2,Trimmienトリミアン,50,676,normal,,28,6,0
Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,48,54,70,62,63,60,68,190,43.88363883,428.158,Restraint Pokémon,1000000,0.3,Nyasperニャスパー,50,677,psychic,,3.5,6,0
Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,48,76,70,74,83,81,104,75,53.33159079,544,Constraint Pokémon,1000000,0.6,Nyaonixニャオニクス,50,678,psychic,,8.5,6,0
Honedge,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,3,1,8,2,4,0,192,80,100,70,45,35,37,28,180,44.34053968,398.333,Sword Pokémon,1000000,0.8,Hitotsukiヒトツキ,50,679,steel,ghost,2,6,0
Doublade,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,3,1,8,2,4,0,192,110,150,70,59,45,49,35,90,51.17072191,524.667,Sword Pokémon,1000000,0.8,Nidangillニダンギル,50,680,steel,ghost,4.5,6,0
Aegislash,['Stance Change'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,3,1,8,2,4,0,192,150,50,70,60,150,50,60,45,60.48829123,603.333,Royal Sword Pokémon,1000000,1.7,Gillgardギルガルド,50,681,steel,ghost,53,6,0
Spritzee,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,52,60,70,78,63,65,23,200,43.45879897,414,Perfume Pokémon,1000000,0.2,Shushupuシュシュプ,50,682,fairy,,0.5,6,0
Aromatisse,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,72,72,70,101,99,89,29,140,46.59554245,536.286,Fragrance Pokémon,1000000,0.8,Frefuwanフレフワン,50,683,fairy,,15.5,6,0
Swirlix,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,48,66,70,62,59,57,49,200,43.45879897,413.875,Cotton Candy Pokémon,1000000,0.4,Peroppafuペロッパフ,50,684,fairy,,3.5,6,0
Slurpuff,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,80,86,70,82,85,75,72,140,46.59554245,553.929,Meringue Pokémon,1000000,0.8,Peroreamペロリーム,50,685,fairy,,5,6,0
Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,15,1,1,95,54,53,70,53,37,46,45,190,43.88363883,360.895,Revolving Pokémon,1000000,0.4,Maaiikaマーイーカ,50,686,dark,psychic,3.5,6,0
Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,15,1,1,95,92,88,70,86,68,75,73,80,52.54612272,558.875,Overturning Pokémon,1000000,1.5,Calamaneroカラマネロ,50,687,dark,psychic,47,6,0
Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,52,67,70,42,39,56,50,120,48.09585513,380.583,Two-Handed Pokémon,1000000,0.5,Kameteteカメテテ,50,688,rock,water,31,6,0
Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,105,115,70,72,54,86,68,45,60.48829123,582.222,Collective Pokémon,1000000,1.3,Gamenodesガメノデス,50,689,rock,water,96,6,0
